"location","indicator","Unit","Date","Value"
"New Jersey","2 Adults (1 Working) 1 Child","US $","2019","27.11"
"New Jersey","2 Adults (1 Working) 1 Child","US $","2020","31.77"
"New Jersey","2 Adults (1 Working) 1 Child","US $","2021","31.53"
"New Jersey","2 Adults (1 Working) 1 Child","US $","2022","37.48"
"New Jersey","2 Adults (1 Working) 2 Children","US $","2016","27.26"
"New Jersey","2 Adults (1 Working) 2 Children","US $","2018","28.49"
"New Jersey","2 Adults (1 Working) 2 Children","US $","2019","29.75"
"New Jersey","2 Adults (1 Working) 2 Children","US $","2020","36.72"
"New Jersey","2 Adults (1 Working) 2 Children","US $","2021","35.18"
"New Jersey","2 Adults (1 Working) 2 Children","US $","2022","43.44"
"New Jersey","2 Adults (1 Working) 3 Children","US $","2016","30.95"
"New Jersey","2 Adults (1 Working) 3 Children","US $","2018","32.34"
"New Jersey","2 Adults (1 Working) 3 Children","US $","2019","34.16"
"New Jersey","2 Adults (1 Working) 3 Children","US $","2020","39.81"
"New Jersey","2 Adults (1 Working) 3 Children","US $","2021","39.12"
"New Jersey","2 Adults (1 Working) 3 Children","US $","2022","47.68"
"New Jersey","2 Adults (1 Working Part Time) 1 Child","US $","2016","14.65"
"New Jersey","2 Adults","US $","2016","9.9"
"New Jersey","2 Adults","US $","2018","10.58"
"New Jersey","2 Adults","US $","2019","10.82"
"New Jersey","2 Adults","US $","2020","13.71"
"New Jersey","2 Adults","US $","2021","13.19"
"New Jersey","2 Adults","US $","2022","15.36"
"New Jersey","2 Adults 1 Child","US $","2016","14.65"
"New Jersey","2 Adults 1 Child","US $","2018","15.49"
"New Jersey","2 Adults 1 Child","US $","2019","16.14"
"New Jersey","2 Adults 1 Child","US $","2020","19.38"
"New Jersey","2 Adults 1 Child","US $","2021","19.6"
"New Jersey","2 Adults 1 Child","US $","2022","22.68"
"New Jersey","2 Adults 2 Children","US $","2016","16.86"
"New Jersey","2 Adults 2 Children","US $","2018","18.24"
"New Jersey","2 Adults 2 Children","US $","2019","18.94"
"New Jersey","2 Adults 2 Children","US $","2020","25.37"
"New Jersey","2 Adults 2 Children","US $","2021","25.11"
"New Jersey","2 Adults 2 Children","US $","2022","29.6"
"New Jersey","2 Adults 3 Children","US $","2016","19.66"
"New Jersey","2 Adults 3 Children","US $","2018","21.62"
"New Jersey","2 Adults 3 Children","US $","2019","22.63"
"New Jersey","2 Adults 3 Children","US $","2020","30.44"
"New Jersey","2 Adults 3 Children","US $","2021","30.56"
"New Jersey","2 Adults 3 Children","US $","2022","35.66"
"New Mexico","1 Adult","US $","2016","10.66"
"New Mexico","1 Adult","US $","2018","11.25"
"New Mexico","1 Adult","US $","2019","11.38"
"New Mexico","1 Adult","US $","2020","14.47"
"New Mexico","1 Adult","US $","2021","13.97"
"New Mexico","1 Adult","US $","2022","16.25"
"New Mexico","1 Adult 1 Child","US $","2016","22.39"
"New Mexico","1 Adult 1 Child","US $","2018","24.57"
"New Mexico","1 Adult 1 Child","US $","2019","24.27"
"New Mexico","1 Adult 1 Child","US $","2020","29.53"
"New Mexico","1 Adult 1 Child","US $","2021","28.65"
"New Mexico","1 Adult 1 Child","US $","2022","31.53"
"New Mexico","1 Adult 2 Children","US $","2016","27.28"
"New Mexico","1 Adult 2 Children","US $","2018","29.3"
"New Mexico","1 Adult 2 Children","US $","2019","29.39"
"New Mexico","1 Adult 2 Children","US $","2020","35.5"
"New Mexico","1 Adult 2 Children","US $","2021","35.31"
"New Mexico","1 Adult 2 Children","US $","2022","39.05"
"New Mexico","1 Adult 3 Children","US $","2016","34.04"
"New Mexico","1 Adult 3 Children","US $","2018","36.78"
"New Mexico","1 Adult 3 Children","US $","2019","36.88"
"New Mexico","1 Adult 3 Children","US $","2020","46.43"
"New Mexico","1 Adult 3 Children","US $","2021","45.43"
"New Mexico","1 Adult 3 Children","US $","2022","51.58"
"New Mexico","2 Adults (1 Working)","US $","2016","17.7"
"New Mexico","2 Adults (1 Working)","US $","2018","18.56"
"New Mexico","2 Adults (1 Working)","US $","2019","18.82"
"New Mexico","2 Adults (1 Working)","US $","2020","24.38"
"New Mexico","2 Adults (1 Working)","US $","2021","23.31"
"New Mexico","2 Adults (1 Working)","US $","2022","25.68"
"New Mexico","2 Adults (1 Working) 1 Child","US $","2016","22.16"
"New Mexico","2 Adults (1 Working) 1 Child","US $","2018","22.53"
"New Mexico","2 Adults (1 Working) 1 Child","US $","2019","22.52"
"New Mexico","2 Adults (1 Working) 1 Child","US $","2020","28.27"
"New Mexico","2 Adults (1 Working) 1 Child","US $","2021","27.81"
"New Mexico","2 Adults (1 Working) 1 Child","US $","2022","30.97"
"New Mexico","2 Adults (1 Working) 2 Children","US $","2016","24.84"
"New Mexico","2 Adults (1 Working) 2 Children","US $","2018","25.25"
"New Mexico","2 Adults (1 Working) 2 Children","US $","2019","25.16"
"New Mexico","2 Adults (1 Working) 2 Children","US $","2020","33.07"
"New Mexico","2 Adults (1 Working) 2 Children","US $","2021","31.58"
"New Mexico","2 Adults (1 Working) 2 Children","US $","2022","36.61"
"New Mexico","2 Adults (1 Working) 3 Children","US $","2016","27.9"
"New Mexico","2 Adults (1 Working) 3 Children","US $","2018","28.51"
"New Mexico","2 Adults (1 Working) 3 Children","US $","2019","29.02"
"New Mexico","2 Adults (1 Working) 3 Children","US $","2020","35.51"
"New Mexico","2 Adults (1 Working) 3 Children","US $","2021","34.37"
"New Mexico","2 Adults (1 Working) 3 Children","US $","2022","40.3"
"New Mexico","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.82"
"New Mexico","2 Adults","US $","2016","8.85"
"New Mexico","2 Adults","US $","2018","9.28"
"New Mexico","2 Adults","US $","2019","9.41"
"New Mexico","2 Adults","US $","2020","12.19"
"New Mexico","2 Adults","US $","2021","11.66"
"New Mexico","2 Adults","US $","2022","12.84"
"New Mexico","2 Adults 1 Child","US $","2016","12.82"
"New Mexico","2 Adults 1 Child","US $","2018","13.52"
"New Mexico","2 Adults 1 Child","US $","2019","13.55"
"New Mexico","2 Adults 1 Child","US $","2020","15.99"
"New Mexico","2 Adults 1 Child","US $","2021","15.82"
"New Mexico","2 Adults 1 Child","US $","2022","17.55"
"New Mexico","2 Adults 2 Children","US $","2016","15.05"
"New Mexico","2 Adults 2 Children","US $","2018","16.07"
"New Mexico","2 Adults 2 Children","US $","2019","16.08"
"New Mexico","2 Adults 2 Children","US $","2020","20.23"
"New Mexico","2 Adults 2 Children","US $","2021","19.62"
"New Mexico","2 Adults 2 Children","US $","2022","22.43"
"New Mexico","2 Adults 3 Children","US $","2016","17.47"
"New Mexico","2 Adults 3 Children","US $","2018","18.9"
"New Mexico","2 Adults 3 Children","US $","2019","19.23"
"New Mexico","2 Adults 3 Children","US $","2020","23.3"
"New Mexico","2 Adults 3 Children","US $","2021","22.93"
"New Mexico","2 Adults 3 Children","US $","2022","26.33"
"North Carolina","1 Adult","US $","2016","10.96"
"North Carolina","1 Adult","US $","2018","11.79"
"North Carolina","1 Adult","US $","2019","11.98"
"North Carolina","1 Adult","US $","2020","15.26"
"North Carolina","1 Adult","US $","2021","14.72"
"North Carolina","1 Adult","US $","2022","17.14"
"North Carolina","1 Adult 1 Child","US $","2016","22.23"
"North Carolina","1 Adult 1 Child","US $","2018","23.89"
"North Carolina","1 Adult 1 Child","US $","2019","24.73"
"North Carolina","1 Adult 1 Child","US $","2020","30.93"
"North Carolina","1 Adult 1 Child","US $","2021","30.09"
"North Carolina","1 Adult 1 Child","US $","2022","33.1"
"North Carolina","1 Adult 2 Children","US $","2016","27.44"
"North Carolina","1 Adult 2 Children","US $","2018","27.86"
"North Carolina","1 Adult 2 Children","US $","2019","29.09"
"North Carolina","1 Adult 2 Children","US $","2020","38.1"
"North Carolina","1 Adult 2 Children","US $","2021","38.01"
"North Carolina","1 Adult 2 Children","US $","2022","42.04"
"North Carolina","1 Adult 3 Children","US $","2016","34.05"
"North Carolina","1 Adult 3 Children","US $","2018","34.34"
"North Carolina","1 Adult 3 Children","US $","2019","35.58"
"North Carolina","1 Adult 3 Children","US $","2020","50.03"
"North Carolina","1 Adult 3 Children","US $","2021","49.24"
"North Carolina","1 Adult 3 Children","US $","2022","55.59"
"North Carolina","2 Adults (1 Working)","US $","2016","17.59"
"North Carolina","2 Adults (1 Working)","US $","2018","18.82"
"North Carolina","2 Adults (1 Working)","US $","2019","18.94"
"North Carolina","2 Adults (1 Working)","US $","2020","24.41"
"North Carolina","2 Adults (1 Working)","US $","2021","23.31"
"North Carolina","2 Adults (1 Working)","US $","2022","25.81"
"North Carolina","2 Adults (1 Working) 1 Child","US $","2016","21.92"
"North Carolina","2 Adults (1 Working) 1 Child","US $","2018","22.23"
"North Carolina","2 Adults (1 Working) 1 Child","US $","2019","23.37"
"North Carolina","2 Adults (1 Working) 1 Child","US $","2020","28.12"
"North Carolina","2 Adults (1 Working) 1 Child","US $","2021","27.62"
"North Carolina","2 Adults (1 Working) 1 Child","US $","2022","30.93"
"North Carolina","2 Adults (1 Working) 2 Children","US $","2016","24.4"
"North Carolina","2 Adults (1 Working) 2 Children","US $","2018","24.8"
"North Carolina","2 Adults (1 Working) 2 Children","US $","2019","25.86"
"North Carolina","2 Adults (1 Working) 2 Children","US $","2020","32.76"
"North Carolina","2 Adults (1 Working) 2 Children","US $","2021","31.26"
"North Carolina","2 Adults (1 Working) 2 Children","US $","2022","36.37"
"North Carolina","2 Adults (1 Working) 3 Children","US $","2016","26.99"
"North Carolina","2 Adults (1 Working) 3 Children","US $","2018","27.59"
"North Carolina","2 Adults (1 Working) 3 Children","US $","2019","29.29"
"North Carolina","2 Adults (1 Working) 3 Children","US $","2020","34.76"
"North Carolina","2 Adults (1 Working) 3 Children","US $","2021","33.6"
"North Carolina","2 Adults (1 Working) 3 Children","US $","2022","39.67"
"North Carolina","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.7"
"North Carolina","2 Adults","US $","2016","8.8"
"North Carolina","2 Adults","US $","2018","9.41"
"North Carolina","2 Adults","US $","2019","9.47"
"North Carolina","2 Adults","US $","2020","12.21"
"North Carolina","2 Adults","US $","2021","11.66"
"North Carolina","2 Adults","US $","2022","12.9"
"North Carolina","2 Adults 1 Child","US $","2016","12.7"
"North Carolina","2 Adults 1 Child","US $","2018","13.08"
"North Carolina","2 Adults 1 Child","US $","2019","13.69"
"North Carolina","2 Adults 1 Child","US $","2020","16.59"
"North Carolina","2 Adults 1 Child","US $","2021","16.45"
"North Carolina","2 Adults 1 Child","US $","2022","18.28"
"North Carolina","2 Adults 2 Children","US $","2016","15.02"
"North Carolina","2 Adults 2 Children","US $","2018","15.27"
"North Carolina","2 Adults 2 Children","US $","2019","15.85"
"North Carolina","2 Adults 2 Children","US $","2020","21.44"
"North Carolina","2 Adults 2 Children","US $","2021","20.9"
"North Carolina","2 Adults 2 Children","US $","2022","23.81"
"North Carolina","2 Adults 3 Children","US $","2016","17.39"
"North Carolina","2 Adults 3 Children","US $","2018","17.57"
"North Carolina","2 Adults 3 Children","US $","2019","18.48"
"North Carolina","2 Adults 3 Children","US $","2020","24.98"
"North Carolina","2 Adults 3 Children","US $","2021","24.71"
"North Carolina","2 Adults 3 Children","US $","2022","28.27"
"Oregon","1 Adult","US $","2016","11.9"
"Oregon","1 Adult","US $","2018","13.12"
"Oregon","1 Adult","US $","2019","13.49"
"Oregon","1 Adult","US $","2020","17.02"
"Oregon","1 Adult","US $","2021","16.85"
"Oregon","1 Adult","US $","2022","19.51"
"Oregon","1 Adult 1 Child","US $","2016","24.98"
"Oregon","1 Adult 1 Child","US $","2018","25.93"
"Oregon","1 Adult 1 Child","US $","2019","27.55"
"Oregon","1 Adult 1 Child","US $","2020","33.32"
"Oregon","1 Adult 1 Child","US $","2021","33.07"
"Oregon","1 Adult 1 Child","US $","2022","36.56"
"Oregon","1 Adult 2 Children","US $","2016","30.41"
"Oregon","1 Adult 2 Children","US $","2018","31.82"
"Oregon","1 Adult 2 Children","US $","2019","33.87"
"Oregon","1 Adult 2 Children","US $","2020","39.97"
"Oregon","1 Adult 2 Children","US $","2021","40.58"
"Oregon","1 Adult 2 Children","US $","2022","45.01"
"Oregon","1 Adult 3 Children","US $","2016","38.7"
"Oregon","1 Adult 3 Children","US $","2018","41.74"
"Oregon","1 Adult 3 Children","US $","2019","43.99"
"Oregon","1 Adult 3 Children","US $","2020","53.33"
"Oregon","1 Adult 3 Children","US $","2021","53.41"
"Oregon","1 Adult 3 Children","US $","2022","61.35"
"Oregon","2 Adults (1 Working)","US $","2016","19.17"
"Oregon","2 Adults (1 Working)","US $","2018","20.64"
"Oregon","2 Adults (1 Working)","US $","2019","21.25"
"Oregon","2 Adults (1 Working)","US $","2020","27.13"
"Oregon","2 Adults (1 Working)","US $","2021","26.53"
"Oregon","2 Adults (1 Working)","US $","2022","29"
"Oregon","2 Adults (1 Working) 1 Child","US $","2016","24.28"
"Oregon","2 Adults (1 Working) 1 Child","US $","2018","24.53"
"Oregon","2 Adults (1 Working) 1 Child","US $","2019","26.45"
"Oregon","2 Adults (1 Working) 1 Child","US $","2020","31.54"
"Oregon","2 Adults (1 Working) 1 Child","US $","2021","31.68"
"Oregon","2 Adults (1 Working) 1 Child","US $","2022","35.44"
"Oregon","2 Adults (1 Working) 2 Children","US $","2016","27.06"
"Oregon","2 Adults (1 Working) 2 Children","US $","2018","27.34"
"Oregon","2 Adults (1 Working) 2 Children","US $","2019","29.19"
"Oregon","2 Adults (1 Working) 2 Children","US $","2020","36.5"
"Oregon","2 Adults (1 Working) 2 Children","US $","2021","35.64"
"Oregon","2 Adults (1 Working) 2 Children","US $","2022","41.36"
"Oregon","2 Adults (1 Working) 3 Children","US $","2016","31.15"
"Oregon","2 Adults (1 Working) 3 Children","US $","2018","31.88"
"Oregon","2 Adults (1 Working) 3 Children","US $","2019","34.53"
"Oregon","2 Adults (1 Working) 3 Children","US $","2020","40.59"
"Oregon","2 Adults (1 Working) 3 Children","US $","2021","40.24"
"Oregon","2 Adults (1 Working) 3 Children","US $","2022","46.97"
"Oregon","2 Adults (1 Working Part Time) 1 Child","US $","2016","14.17"
"Oregon","2 Adults","US $","2016","9.58"
"Oregon","2 Adults","US $","2018","10.32"
"Oregon","2 Adults","US $","2019","10.63"
"Oregon","2 Adults","US $","2020","13.56"
"Oregon","2 Adults","US $","2021","13.26"
"Oregon","2 Adults","US $","2022","14.5"
"Oregon","2 Adults 1 Child","US $","2016","14.17"
"Oregon","2 Adults 1 Child","US $","2018","14.24"
"Oregon","2 Adults 1 Child","US $","2019","15.23"
"Oregon","2 Adults 1 Child","US $","2020","17.92"
"Oregon","2 Adults 1 Child","US $","2021","18.11"
"Oregon","2 Adults 1 Child","US $","2022","20.15"
"Oregon","2 Adults 2 Children","US $","2016","16.66"
"Oregon","2 Adults 2 Children","US $","2018","17.38"
"Oregon","2 Adults 2 Children","US $","2019","18.37"
"Oregon","2 Adults 2 Children","US $","2020","22.55"
"Oregon","2 Adults 2 Children","US $","2021","22.37"
"Oregon","2 Adults 2 Children","US $","2022","25.55"
"Oregon","2 Adults 3 Children","US $","2016","19.81"
"Oregon","2 Adults 3 Children","US $","2018","21.39"
"Oregon","2 Adults 3 Children","US $","2019","22.81"
"Oregon","2 Adults 3 Children","US $","2020","26.76"
"Oregon","2 Adults 3 Children","US $","2021","26.94"
"Oregon","2 Adults 3 Children","US $","2022","31.26"
"Rhode Island","1 Adult","US $","2016","11.12"
"Rhode Island","1 Adult","US $","2018","12.35"
"Rhode Island","1 Adult","US $","2019","12.81"
"Rhode Island","1 Adult","US $","2020","15.78"
"Rhode Island","1 Adult","US $","2021","14.79"
"Rhode Island","1 Adult","US $","2022","17.8"
"Rhode Island","1 Adult 1 Child","US $","2016","24.51"
"Rhode Island","1 Adult 1 Child","US $","2018","26.15"
"Rhode Island","1 Adult 1 Child","US $","2019","27.14"
"Rhode Island","1 Adult 1 Child","US $","2020","32.03"
"Rhode Island","1 Adult 1 Child","US $","2021","30.63"
"Rhode Island","1 Adult 1 Child","US $","2022","34.45"
"Rhode Island","1 Adult 2 Children","US $","2016","30.52"
"Rhode Island","1 Adult 2 Children","US $","2018","31.04"
"Rhode Island","1 Adult 2 Children","US $","2019","32.44"
"Rhode Island","1 Adult 2 Children","US $","2020","39.14"
"Rhode Island","1 Adult 2 Children","US $","2021","38.64"
"Rhode Island","1 Adult 2 Children","US $","2022","43.25"
"Rhode Island","1 Adult 3 Children","US $","2016","37.98"
"Rhode Island","1 Adult 3 Children","US $","2018","38.33"
"Rhode Island","1 Adult 3 Children","US $","2019","39.92"
"Rhode Island","1 Adult 3 Children","US $","2020","51.33"
"Rhode Island","1 Adult 3 Children","US $","2021","49.79"
"Rhode Island","1 Adult 3 Children","US $","2022","57.11"
"Rhode Island","2 Adults (1 Working)","US $","2016","17.93"
"Rhode Island","2 Adults (1 Working)","US $","2018","19.26"
"Rhode Island","2 Adults (1 Working)","US $","2019","20.15"
"Rhode Island","2 Adults (1 Working)","US $","2020","25.39"
"Rhode Island","2 Adults (1 Working)","US $","2021","23.41"
"Rhode Island","2 Adults (1 Working)","US $","2022","26.98"
"Rhode Island","2 Adults (1 Working) 1 Child","US $","2016","22.21"
"Rhode Island","2 Adults (1 Working) 1 Child","US $","2018","22.93"
"Rhode Island","2 Adults (1 Working) 1 Child","US $","2019","24.19"
"Rhode Island","2 Adults (1 Working) 1 Child","US $","2020","29.04"
"Rhode Island","2 Adults (1 Working) 1 Child","US $","2021","27.79"
"Rhode Island","2 Adults (1 Working) 1 Child","US $","2022","32.27"
"Rhode Island","2 Adults (1 Working) 2 Children","US $","2016","24.69"
"Rhode Island","2 Adults (1 Working) 2 Children","US $","2018","25.49"
"Rhode Island","2 Adults (1 Working) 2 Children","US $","2019","26.79"
"Rhode Island","2 Adults (1 Working) 2 Children","US $","2020","33.92"
"Rhode Island","2 Adults (1 Working) 2 Children","US $","2021","31.74"
"Rhode Island","2 Adults (1 Working) 2 Children","US $","2022","38.11"
"Rhode Island","2 Adults (1 Working) 3 Children","US $","2016","27.3"
"Rhode Island","2 Adults (1 Working) 3 Children","US $","2018","28.33"
"Rhode Island","2 Adults (1 Working) 3 Children","US $","2019","30.26"
"Rhode Island","2 Adults (1 Working) 3 Children","US $","2020","36.04"
"Rhode Island","2 Adults (1 Working) 3 Children","US $","2021","34.26"
"Rhode Island","2 Adults (1 Working) 3 Children","US $","2022","41.15"
"Rhode Island","2 Adults (1 Working Part Time) 1 Child","US $","2016","13.77"
"Rhode Island","2 Adults","US $","2016","8.97"
"Rhode Island","2 Adults","US $","2018","9.63"
"Rhode Island","2 Adults","US $","2019","10.08"
"Rhode Island","2 Adults","US $","2020","12.7"
"Rhode Island","2 Adults","US $","2021","11.7"
"Rhode Island","2 Adults","US $","2022","13.49"
"Rhode Island","2 Adults 1 Child","US $","2016","13.77"
"Rhode Island","2 Adults 1 Child","US $","2018","14.24"
"Rhode Island","2 Adults 1 Child","US $","2019","14.92"
"Rhode Island","2 Adults 1 Child","US $","2020","17.08"
"Rhode Island","2 Adults 1 Child","US $","2021","16.73"
"Rhode Island","2 Adults 1 Child","US $","2022","18.92"
"Rhode Island","2 Adults 2 Children","US $","2016","16.57"
"Rhode Island","2 Adults 2 Children","US $","2018","16.86"
"Rhode Island","2 Adults 2 Children","US $","2019","17.59"
"Rhode Island","2 Adults 2 Children","US $","2020","22.11"
"Rhode Island","2 Adults 2 Children","US $","2021","21.21"
"Rhode Island","2 Adults 2 Children","US $","2022","24.62"
"Rhode Island","2 Adults 3 Children","US $","2016","19.44"
"Rhode Island","2 Adults 3 Children","US $","2018","19.66"
"Rhode Island","2 Adults 3 Children","US $","2019","20.72"
"Rhode Island","2 Adults 3 Children","US $","2020","25.75"
"Rhode Island","2 Adults 3 Children","US $","2021","25.14"
"Rhode Island","2 Adults 3 Children","US $","2022","28.92"
"South Dakota","1 Adult","US $","2016","9.62"
"South Dakota","1 Adult","US $","2018","10.38"
"South Dakota","1 Adult","US $","2019","10.6"
"South Dakota","1 Adult","US $","2020","13.36"
"South Dakota","1 Adult","US $","2021","12.61"
"South Dakota","1 Adult","US $","2022","14.85"
"South Dakota","1 Adult 1 Child","US $","2016","20.03"
"South Dakota","1 Adult 1 Child","US $","2018","21.88"
"South Dakota","1 Adult 1 Child","US $","2019","22.28"
"South Dakota","1 Adult 1 Child","US $","2020","28.31"
"South Dakota","1 Adult 1 Child","US $","2021","27.06"
"South Dakota","1 Adult 1 Child","US $","2022","29.44"
"South Dakota","1 Adult 2 Children","US $","2016","24.89"
"South Dakota","1 Adult 2 Children","US $","2018","26.26"
"South Dakota","1 Adult 2 Children","US $","2019","27"
"South Dakota","1 Adult 2 Children","US $","2020","34.2"
"South Dakota","1 Adult 2 Children","US $","2021","33.49"
"South Dakota","1 Adult 2 Children","US $","2022","36.82"
"South Dakota","1 Adult 3 Children","US $","2016","31.03"
"South Dakota","1 Adult 3 Children","US $","2018","32.87"
"South Dakota","1 Adult 3 Children","US $","2019","33.62"
"South Dakota","1 Adult 3 Children","US $","2020","44.45"
"South Dakota","1 Adult 3 Children","US $","2021","42.83"
"South Dakota","1 Adult 3 Children","US $","2022","48.57"
"South Dakota","2 Adults (1 Working)","US $","2016","16.3"
"South Dakota","2 Adults (1 Working)","US $","2018","17.51"
"South Dakota","2 Adults (1 Working)","US $","2019","17.52"
"South Dakota","2 Adults (1 Working)","US $","2020","22.67"
"South Dakota","2 Adults (1 Working)","US $","2021","21.3"
"South Dakota","2 Adults (1 Working)","US $","2022","23.59"
"South Dakota","2 Adults (1 Working) 1 Child","US $","2016","20.5"
"South Dakota","2 Adults (1 Working) 1 Child","US $","2018","21.13"
"South Dakota","2 Adults (1 Working) 1 Child","US $","2019","21.78"
"South Dakota","2 Adults (1 Working) 1 Child","US $","2020","26.6"
"South Dakota","2 Adults (1 Working) 1 Child","US $","2021","25.74"
"South Dakota","2 Adults (1 Working) 1 Child","US $","2022","28.47"
"South Dakota","2 Adults (1 Working) 2 Children","US $","2016","22.88"
"South Dakota","2 Adults (1 Working) 2 Children","US $","2018","23.63"
"South Dakota","2 Adults (1 Working) 2 Children","US $","2019","24.2"
"South Dakota","2 Adults (1 Working) 2 Children","US $","2020","31.07"
"South Dakota","2 Adults (1 Working) 2 Children","US $","2021","29.19"
"South Dakota","2 Adults (1 Working) 2 Children","US $","2022","33.83"
"South Dakota","2 Adults (1 Working) 3 Children","US $","2016","25.26"
"South Dakota","2 Adults (1 Working) 3 Children","US $","2018","26.15"
"South Dakota","2 Adults (1 Working) 3 Children","US $","2019","27.34"
"South Dakota","2 Adults (1 Working) 3 Children","US $","2020","32.78"
"South Dakota","2 Adults (1 Working) 3 Children","US $","2021","31.17"
"South Dakota","2 Adults (1 Working) 3 Children","US $","2022","36.62"
"South Dakota","2 Adults (1 Working Part Time) 1 Child","US $","2016","11.52"
"South Dakota","2 Adults","US $","2016","8.15"
"South Dakota","2 Adults","US $","2018","8.75"
"South Dakota","2 Adults","US $","2019","8.76"
"South Dakota","2 Adults","US $","2020","11.33"
"South Dakota","2 Adults","US $","2021","10.65"
"South Dakota","2 Adults","US $","2022","11.8"
"South Dakota","2 Adults 1 Child","US $","2016","11.52"
"South Dakota","2 Adults 1 Child","US $","2018","12.06"
"South Dakota","2 Adults 1 Child","US $","2019","12.41"
"South Dakota","2 Adults 1 Child","US $","2020","15.24"
"South Dakota","2 Adults 1 Child","US $","2021","14.84"
"South Dakota","2 Adults 1 Child","US $","2022","16.35"
"South Dakota","2 Adults 2 Children","US $","2016","13.69"
"South Dakota","2 Adults 2 Children","US $","2018","14.44"
"South Dakota","2 Adults 2 Children","US $","2019","14.76"
"South Dakota","2 Adults 2 Children","US $","2020","19.4"
"South Dakota","2 Adults 2 Children","US $","2021","18.54"
"South Dakota","2 Adults 2 Children","US $","2022","21.16"
"South Dakota","2 Adults 3 Children","US $","2016","15.87"
"South Dakota","2 Adults 3 Children","US $","2018","16.82"
"South Dakota","2 Adults 3 Children","US $","2019","17.48"
"South Dakota","2 Adults 3 Children","US $","2020","22.19"
"South Dakota","2 Adults 3 Children","US $","2021","21.5"
"South Dakota","2 Adults 3 Children","US $","2022","24.67"
"Tennessee","1 Adult","US $","2016","10.1"
"Tennessee","1 Adult","US $","2018","10.75"
"Tennessee","1 Adult","US $","2019","10.97"
"Tennessee","1 Adult","US $","2020","14.06"
"Tennessee","1 Adult","US $","2021","13.25"
"Tennessee","1 Adult","US $","2022","15.45"
"Tennessee","1 Adult 1 Child","US $","2016","19.88"
"Tennessee","1 Adult 1 Child","US $","2018","21.94"
"Tennessee","1 Adult 1 Child","US $","2019","22.66"
"Tennessee","1 Adult 1 Child","US $","2020","27.7"
"Tennessee","1 Adult 1 Child","US $","2021","26.3"
"Tennessee","1 Adult 1 Child","US $","2022","28.41"
"Tennessee","1 Adult 2 Children","US $","2016","23.8"
"Tennessee","1 Adult 2 Children","US $","2018","25.43"
"Tennessee","1 Adult 2 Children","US $","2019","26.52"
"Tennessee","1 Adult 2 Children","US $","2020","32.97"
"Tennessee","1 Adult 2 Children","US $","2021","32.1"
"Tennessee","1 Adult 2 Children","US $","2022","35.1"
"Tennessee","1 Adult 3 Children","US $","2016","28.96"
"Tennessee","1 Adult 3 Children","US $","2018","31.17"
"Tennessee","1 Adult 3 Children","US $","2019","32.29"
"Tennessee","1 Adult 3 Children","US $","2020","42.68"
"Tennessee","1 Adult 3 Children","US $","2021","40.89"
"Tennessee","1 Adult 3 Children","US $","2022","45.99"
"Tennessee","2 Adults (1 Working)","US $","2016","16.47"
"Tennessee","2 Adults (1 Working)","US $","2018","17.46"
"Tennessee","2 Adults (1 Working)","US $","2019","18.07"
"Tennessee","2 Adults (1 Working)","US $","2020","22.94"
"Tennessee","2 Adults (1 Working)","US $","2021","21.44"
"Tennessee","2 Adults (1 Working)","US $","2022","23.69"
"Tennessee","2 Adults (1 Working) 1 Child","US $","2016","20.62"
"Tennessee","2 Adults (1 Working) 1 Child","US $","2018","20.84"
"Tennessee","2 Adults (1 Working) 1 Child","US $","2019","21.85"
"Tennessee","2 Adults (1 Working) 1 Child","US $","2020","26.58"
"Tennessee","2 Adults (1 Working) 1 Child","US $","2021","25.58"
"Tennessee","2 Adults (1 Working) 1 Child","US $","2022","28.07"
"Tennessee","2 Adults (1 Working) 2 Children","US $","2016","22.97"
"Tennessee","2 Adults (1 Working) 2 Children","US $","2018","23.28"
"Tennessee","2 Adults (1 Working) 2 Children","US $","2019","24.22"
"Tennessee","2 Adults (1 Working) 2 Children","US $","2020","30.99"
"Tennessee","2 Adults (1 Working) 2 Children","US $","2021","28.97"
"Tennessee","2 Adults (1 Working) 2 Children","US $","2022","33.17"
"Tennessee","2 Adults (1 Working) 3 Children","US $","2016","25.34"
"Tennessee","2 Adults (1 Working) 3 Children","US $","2018","25.81"
"Tennessee","2 Adults (1 Working) 3 Children","US $","2019","27.38"
"Tennessee","2 Adults (1 Working) 3 Children","US $","2020","32.8"
"Tennessee","2 Adults (1 Working) 3 Children","US $","2021","31.06"
"Tennessee","2 Adults (1 Working) 3 Children","US $","2022","36.16"
"Tennessee","2 Adults (1 Working Part Time) 1 Child","US $","2016","11.44"
"Tennessee","2 Adults","US $","2016","8.24"
"Tennessee","2 Adults","US $","2018","8.73"
"Tennessee","2 Adults","US $","2019","9.03"
"Tennessee","2 Adults","US $","2020","11.47"
"Tennessee","2 Adults","US $","2021","10.72"
"Tennessee","2 Adults","US $","2022","11.84"
"Tennessee","2 Adults 1 Child","US $","2016","11.44"
"Tennessee","2 Adults 1 Child","US $","2018","12.06"
"Tennessee","2 Adults 1 Child","US $","2019","12.59"
"Tennessee","2 Adults 1 Child","US $","2020","14.92"
"Tennessee","2 Adults 1 Child","US $","2021","14.45"
